ts,tenant,latency_ms,status,phase
1784411704.784,default-org,53.946,200,measure
1784411704.838,default-org,53.583,200,measure
1784411704.892,default-org,55.832,200,measure
1784411704.947,default-org,56.813,200,measure
1784411705.004,default-org,53.878,200,measure
1784411705.058,default-org,55.618,200,measure
1784411705.114,default-org,64.874,200,measure
1784411705.179,default-org,59.745,200,measure
1784411705.238,default-org,54.985,200,measure
1784411705.293,default-org,55.494,200,measure
1784411705.349,default-org,52.503,200,measure
1784411705.402,default-org,62.355,200,measure
1784411705.464,default-org,58.373,200,measure
1784411705.522,default-org,65.782,200,measure
1784411705.588,default-org,54.046,200,measure
1784411705.642,default-org,57.062,200,measure
1784411705.699,default-org,63.436,200,measure
1784411705.763,default-org,63.558,200,measure
1784411705.826,default-org,52.709,200,measure
1784411705.879,default-org,60.475,200,measure
1784411705.939,default-org,57.361,200,measure
1784411705.997,default-org,67.02,200,measure
1784411706.064,default-org,51.536,200,measure
1784411706.115,default-org,68.252,200,measure
1784411706.184,default-org,55.422,200,measure
1784411706.239,default-org,62.169,200,measure
1784411706.301,default-org,57.793,200,measure
1784411706.359,default-org,56.35,200,measure
1784411706.416,default-org,51.68,200,measure
1784411706.467,default-org,102.541,200,measure
1784411706.57,default-org,60.51,200,measure
1784411706.63,default-org,54.589,200,measure
1784411706.685,default-org,63.791,200,measure
1784411706.749,default-org,58.573,200,measure
1784411706.807,default-org,58.256,200,measure
1784411706.866,default-org,61.327,200,measure
1784411706.927,default-org,55.568,200,measure
1784411706.983,default-org,55.244,200,measure
1784411707.038,default-org,51.565,200,measure
1784411707.089,default-org,53.197,200,measure
1784411707.143,default-org,53.821,200,measure
1784411707.196,default-org,54.045,200,measure
1784411707.251,default-org,52.189,200,measure
1784411707.303,default-org,54.117,200,measure
1784411707.357,default-org,53.3,200,measure
1784411707.41,default-org,79.529,200,measure
1784411707.49,default-org,52.71,200,measure
1784411707.542,default-org,59.828,200,measure
1784411707.602,default-org,53.734,200,measure
1784411707.656,default-org,334.177,200,measure
1784411707.99,default-org,55.522,200,measure
1784411708.046,default-org,55.843,200,measure
1784411708.102,default-org,59.938,200,measure
